,Comunidad Autónoma o ciudad,Nombre de la Empresa,Resumen de la empresa,Especialidad de la Empresa,Sector de la empresa,Tamaño de la empresa,Fundación de la empresa,Página web de la empresa,Teléfono de la empresa,Perfil en linkedin
2078,Comunidad Valenciana,EPLAN,"EPLAN provides software and service solutions in the fields of electrical, automation and mechatronic engineering. The company develops one of the world’s leading design software solutions for machine and panel builders. EPLAN is also the ideal partner to streamline challenging engineering processes. 
Both standardised as well as customised interfaces to ERP and PLM/PDM systems ensure data consistency along the whole value chain. Working with EPLAN means boundless communication across all engineering disciplines. No matter whether small or large enterprises: Customers can apply their expertise more efficiently. Worldwide, EPLAN supports more than 65,000 customers. EPLAN wants to grow further with customers and partners and pushes integration and automation in engineering forward. Within the EPLAN Partner Network, open interfaces and seamless integrations are realised together with partners. „Efficient engineering“ is the focus.
EPLAN was founded in 1984 and is part of the owner-operated Friedhelm Loh Group. The Friedhelm Loh Group operates worldwide with more than 12 production sites and over 90 international subsidiaries. The entire group employs more than 11.600 people and generated revenues of €2,5 billion in 2021. For the 14th time in succession, the family business has won the accolade “Top German Employer” in 2022. In addition, Friedhelm Loh Group was recognized as “Top vocational trainer” according to a study of Deutschland Test and Focus Money.

For more information visit:
www.eplan.de and www.friedhelm-loh-group.com

Legal notice: https://www.eplan.de/legal-notice/ 
Privacy policy: https://www.eplan.de/privacy-policy/",Unknown,Unknown,501-1000 empleados,Unknown,https://www.eplan.de,Unknown,https://www.linkedin.com/company/eplan-software-service/
2079,Comunidad Valenciana,Sales Layer,"Sales Layer is a Product Information Manager in the cloud that centralizes product information and synchronizes it in all sales channels automatically (print, web, mobile, product feeds for retailers, and more)

Forget about inefficient spreadsheets, with Sales Layer you can upload the information that you have in whatever format you have. Only with a simply click!
 
Sales Layer helps companies to improve product management processes of managing and updating their catalogues in 3 steps:
+ Centralizing the data management in the cloud.
+ Synchronizing the information everywhere.
+ Analyzing the data usage of the end user to improve product development processes.

Also, Sales Layer adjusts intelligently like never seen before and builds custom database for you. You can automatically reorganize your entire catalog and add tags, categories or channels.

Focus just on the quality of the product information. This is the PIM Evolution.","multichannel selling products, product marketing, product management y Product Information Manager",Unknown,51-200 empleados,2013,http://saleslayer.com,Unknown,https://www.linkedin.com/company/sales-layer/
2080,Comunidad Valenciana,Kenmei Technologies,"Carrer Corretger, 21, Paterna, Comunidad Valenciana / Comunitat Valenciana 46980, ES",Unknown,Telecomunicaciones,51-200 empleados,2018,https://www.kenmei.ai/,+34 960 07 01 72,https://www.linkedin.com/company/kenmei-technologies/
2081,Comunidad Valenciana,Berger-Levrault,"Berger-Levrault, editor internacional de software, ayuda a los profesionales privados y públicos a responder a las crecientes exigencias de aumento del rendimiento y transformación de sus empresas. 
Con 51.000 clientes y 2.100 empleados en Francia, España, Canadá, Marruecos, Bélgica e Italia, el Grupo trabaja con autoridades y administraciones locales, instalaciones médico-sociales, el sector hospitalario, empresas, el sector industrial y el sector educativo. 

La ambición de Berger-Levrault es proporcionar a sus clientes y a sus usuarios el gran potencial de la tecnología digital a través de plataformas de servicios en un momento de apertura masiva de datos e interfaces inteligentes. ",,Unknown,1001-5000 empleados,Unknown,https://www.berger-levrault.com/,Unknown,https://www.linkedin.com/company/berger-levrault/
2082,Comunidad Valenciana,LanguageWire,"One of the world’s leading Language Service Providers (LSPs), LanguageWire helps enterprises engage and communicate with any audience across the globe.  

Since its founding in 2000, LanguageWire has pursued its vision of making global communications smarter and more efficient by providing access to the necessary people and technology. LanguageWire offers a language management ecosystem which combines bespoke AI technology and human expertise to deliver translations, editing, desktop publishing, and other multilingual communication services with ease and efficiency. LanguageWire adapts its solutions to client needs and integrates with client-specific tech stacks, streamlines and automates workflows, and ensures all data is protected thoroughly in a secure infrastructure.  

With 15 offices across three continents, over 450+ employees, and a network of more than 7,000 industry-specific language experts, LanguageWire is committed to the worldwide success of its clients. 

Be part of our story 
Our culture is rooted in four core values. Together, we are curious, trustworthy, caring, and ambitious. We are guided by our purpose, which is to wire the world together with language. And by living our values and purpose, we are consistent in how we meet our customers, colleagues, and partners. ",Unknown,Unknown,201-500 empleados,Unknown,https://www.languagewire.com,Unknown,https://www.linkedin.com/company/languagewire/
2083,Comunidad Valenciana,Lifting Group,"Lifting Group nació hace más de 10 años para transformar la industria de consultoras y agencias de marketing en un partner único, que se implica con pasión y compromiso, tanto en la definición como en la implementación de la estrategia: con esfuerzo, proactividad, implicación y alcance.

En Lifting Group orientamos nuestro trabajo a conseguir los objetivos de negocio de los clientes y traducirlos en resultados medibles y crecimiento empresarial.

Nuestros servicios se agrupan en 4 verticales especializados:
Consultoría
- Consultoría estratégica
- Consultoría de Marketing
- Consultoría Digital
- Expansión & Internacionalización
- Auditoria Canales: Data & Analytics
- Consultoría Marketplaces
Marketing Outsourcing 
- Marketing Outsourcing en el Canal Digital
- Marketing Outsourcing Omnichannel
- Marketing Outsourcing Global
- Marketing Outsourcing Implant
Servicios Digitales
- Agencia Inbound Marketing
- Agencia SEO
- Agencia Social Media
- Paid Media
- Agencia Reputación Online
- UX
Agencias propias:
- Imagine Creative: Nuestra agencia creativa
- Imagine Digital: Nuestra agencia de desarrollo digital
- Otto Films: Nuestra productora audiovisual

MISIÓN Y VISIÓN

En Lifting ayudamos a empresas y organizaciones a crecer mediante sus diferentes canales y a aumentar su rendimiento, aportando soluciones innovadoras y creativas que generen experiencias atractivas y efectivas. 

Nuestra misión es liderar el marketing, la comunicación y el diseño desde la vanguardia y la innovación y ser la consultora y agencia líder del mercado para las pymes y un referente de especialización para las grandes empresas.

PRESENCIA

Tenemos oficinas en Barcelona, Madrid, Valencia, París y Londres.","Consultoria de Marketing y Estrategia, Marketing Management Outsourcing, Agencia Creativa, Ecommerce, Proyectos Online, Proyectos y Aplicaciones Mobile, Branding, Comunicación, SEO, SEM, Marketing online, Design Outsourcing, Consultoría digital y consultoría de marketing",Unknown,11-50 empleados,2007,http://www.liftingroup.com/,Unknown,https://www.linkedin.com/company/lifting&group/
2084,Comunidad Valenciana,Fr. Meyer's Sohn | FMS,"Fr. Meyer’s Sohn is a family-owned global forwarding company. 
Since 1897 we have taken care of our customers with transport and logistics solutions that add value to their supply chain. We specialize in commodities such as forest, steel, and agricultural products, and offer solutions for ocean freight, airfreight, and truck shipments. We are one of the world‘s top 10 sea freight forwarding companies. We are a medium-sized enterprise. 

Our 850 transport and logistics specialists enjoy freedom to make their own decisions – they are entrepreneurs within the company. Working with us is uncomplicated – optimizing the supply chains of our customers and ensuring that things run smoothly is part of our daily business. If something unplanned happens, then we adapt to it and offer solutions. Over the decades, through our industry focus, we have acquired profound knowledge of the business areas of our customers. Our employees are passionate service providers – we are happy to take care of things.

Data privacy statement: https://www.fms-logistics.com/en/privacy-statement/

Imprint: https://www.fms-logistics.com/en/imprint/  ",Unknown,Unknown,501-1000 empleados,Unknown,https://www.fms-logistics.com/,Unknown,https://www.linkedin.com/company/fr--meyer's-sohn-gmbh-&-co-kg/
2085,Comunidad Valenciana,Trazable,"En TRAZABLE somos pioneros en la aplicación de la tecnología blockchain en la cadena alimentaria. Ponemos a disposición de nuestros clientes una plataforma que permite documentar todas las etapas de un producto hasta el consumidor. 
Trazar las etapas de un producto nunca había sido tan sencillo: nuestra plataforma se adapta a la gestión de vuestra empresa  y no al revés. TRAZABLE se integra con las herramientas existentes, extrayendo los datos de vuestros propios recursos y almacenándolos bajo los estándares de seguridad más exigentes.

Las ventajas competitivas de nuestra plataforma llevan las relaciones dentro de la cadena alimentaria un paso más allá: 
- Facilitando las relaciones cliente-proveedor, 
- Mejorando la confianza del consumidor en la cadena alimentaria y 
- Superando el cumplimiento de los estándares y certificaciones más exigentes del sector (ISO 22000, FSSC 22000, BRC, IFS, GLOBALGAP, etc.).

En TRAZABLE podemos mostrarte: 
- Cómo podemos llevar la transición tecnológica a vuestros procesos, productos y relaciones comerciales, 
- Hasta dónde podemos mejorar vuestro control ante una alerta sanitaria y
- Qué nivel de confianza sois capaces de generar en el mercado.
Ponte en contacto con nosotros, tenemos una solución para tu trazabilidad.","Blockchain, trazabilidad, seguridad alimentaria, inocuidad alimentaria, transición tecnológica, ISO 22000, BRC, IFS y food trust",Unknown,11-50 empleados,2017,https://trazable.io/,,https://www.linkedin.com/company/trazable/
2086,Comunidad Valenciana,NBN23,"We are a passionate team that generates value transforming Big Data into Smart Data for sports, especially in Basketball.

NBN23 has a very advanced environment of products to collect, process and show the data in order to help generate new revenues as well as providing the right and precise information in real time to help teams win games.
This includes the most advance system of real time tracking and a very advanced and sophisticated software solution for federations.

In the world of sports, a huge amount of data is generated event after event. Generally, this data is not treated and analyzed in the smartest and most constructive way. 
Also in the nonprofessional organizations, there is a lack of resources that are able to digitalize, classify and analyze the data, whereas in the professional teams, the actual level of competitiveness is growing by the year, so every improvement makes a massive impact which is the difference between winning or losing.

Our goal is to change how data is used in order to improve the sports experience.","Aplicaciones tecnológicas deportivas, Gestión de la información y estadísticas, Imagen y Marca para clubes de baloncesto, Gestión de negocio para clubes, Big Data deportivo y Programación",Unknown,11-50 empleados,2015,http://www.nbn23.com,,https://www.linkedin.com/company/nbn23/
2087,Comunidad Valenciana,"Mackay Communications, Inc.","Founded in 1884, Mackay Communications (dba Mackay Marine) continues to evolve with the times. Originally a telegraph cable company, today Mackay sells and services a full range of leading & specialty marine and satellite communications electronics around the globe with over 55 strategic sales and service locations. 

Mackay’s Marine World Service (MWS) offers 24/7 global marine electronics service coordination to include repairs, installation, inspection, and maintenance. Our MWS group extends our global network of services with over 90 agencies worldwide. 

Combining our expertise in marine satellite communications, Mackay Satellite Services provides terrestrial-based connectivity for data, voice and video satellite transmission that’s reliable, secure and “always on”. 

We’re committed to globally serving mariners, fleet owners, and ship managers who can rely on Mackay to cost effectively keep your “vessels-on-the-move” and for land-based remote connectivity, tracking or IoT applications.  Contact  Mackay for any marine or satellite communication needs that you may have. ",Unknown,Transporte marítimo,201-500 empleados,1884,https://www.mackaycomm.com,+1 919 850 3000,https://www.linkedin.com/company/mackay-communications-inc-/
2088,Comunidad Valenciana,iPronics Programmable Photonics,"iPRONICS Programmable Photonics is making the computational power of photonics commercially affordable.

Founded in 2019 as a spinoff of Universitat Politècnica de València, it was the result of multiple years of research. The team has pioneered the field of programmable photonics and developed the first general-purpose photonic processor capable of programming high-speed light signals on-chip with unprecedented flexibility.

iPRONICS processors share a common hardware platform that is reconfigurable by software. This cost-effective solution enables the same hardware to be applied to limitless commercial applications with a voracious appetite for computational power, including 5G communication, data centers, artificial intelligence, autonomous driving, quantum computing and IoT.",Programmable integrated photonics,Unknown,11-50 empleados,2019,http://www.ipronics.com,,https://www.linkedin.com/company/ipronics-programmable-photonics/
2089,Comunidad Valenciana,E&C Consultants - International Energy Procurement Consultancy,"E&C es una consultoría internacional que asesora a los grandes consumidores en la adquisición de energía, electricidad, gas, petróleo, productos y commodities medioambientales como el carbón. Nos centramos en la compra, en la fijación de precios, en los € por MWh y no el consumo de MWh. 

En E&C nos posicionamos junto al cliente. No somos comercializadores, traders o brokers y de esta manera podemos asesorar a grandes consumidores con total independencia sobre las mejores opciones de compra de energía.","Market information, ePoint, Risk management, Contract negotiation, Financial Controlling, Portfolio management, Grid Fees & Taxes, Procurement strategy y Energy markets",Unknown,51-200 empleados,2005,http://www.eecc.eu,Unknown,https://www.linkedin.com/company/e&c-consultants/
2090,Comunidad Valenciana,Unite,"En Unite conectamos las empresas para una economía sostenible. Nuestra plataforma B2B, pionera en el mercado, pone en contacto a compradores y proveedores para desarrollar relaciones en beneficio mutuo. Ofrecemos soluciones digitales que hacen posible que el aprovisionamiento, la compra, la venta, las transacciones y la colaboración se realicen sin apenas esfuerzo.

La flexibilidad y la escalabilidad que genera nuestra plataforma conecta a nuestros partners para apoyar la estabilidad de las empresas y reforzar las cadenas de suministro. El ecosistema de Unite se encuentra en continua expansión e integra a compradores, proveedores, fabricantes, distribuidores, partners tecnológicos y redes de contactos.

Más de 20 años en el mercado como expertos en compras indirectas avalan nuestra experiencia y dan forma a los pilares que nos sustentan: la defensa de una competencia leal, la creación de asociaciones basadas en la confianza y la soberanía de datos europea. Transformamos el comercio B2B y fortalecemos las economías locales gracias a la creación de valor compartido, para apoyar así a las empresas y ayudar a las personas a construir un mundo mejor.

Nuestra sede central se encuentra en Leipzig, Alemania, pero contamos con más de 700 empleados en 15 países. En el año 2021, la organización alcanzó una facturación de 406 millones de euros. 

Confiamos en el poder de la colaboración y creemos firmemente que podemos lograr mucho más cuando trabajamos unidos. Para nosotros es muy importante afianzar la relación con clientes, partners y empleados. Por ese motivo, estamos creando un entorno de trabajo y una plataforma donde se fomenta la diversidad. Nos valoramos los unos a los otros y queremos que nuestros espacios de trabajo, físicos y virtuales, sean un vivo reflejo de nuestros valores. Queremos ser un espejo de una cultura que sitúa la iniciativa, la justicia, la lealtad, la diversidad y la sostenibilidad en el centro de todo lo que hacemos.",Unknown,Unknown,501-1000 empleados,Unknown,https://unite.eu,Unknown,https://www.linkedin.com/company/unite-network/
2091,Comunidad Valenciana,AxxonSoft,"AxxonSoft is one of the leading global developers of intelligent video surveillance solutions, featuring advanced Artificial Intelligence, Neural Networks and Deep Learning technologies to make the world a safer place for all inhabitants. 

Our Physical Security Information Management (PSIM) and IP Video Management Software (VMS) integrate with most CCTV and physical security products and devices which allows for easy integration and application into vertical and horizontal solutions for governments, institutions and commercial enterprises.

As global leaders in video surveillance, AxxonSoft has developed software that is so highly advanced, it allows users to do more than they've ever done before - easily, quickly, and in accordance with their existing systems and strategies. That's because our advanced software allows users to connect multiple systems and devices in one, single environment, so they can aggregate and analyze data for better decision-making and automate processes they've never been able to automate before.

Our vision is a fully connected, fully networked universe. By converging security with business systems, our software enables our customers to do things they've never done before. Together with our partners, we can help improve business efficiency, enhance physical security, and achieve strategic goals, all at the same time. For our partners and customers, the possibilities are endless.

Available worldwide through accredited channel partners. 

Try our software Free: http://bit.ly/2CdkORd  

#axxonsoft #vms #psim #onvif #surveillance #security #axxonnext #axxonnet #intellect","Deep learning face & license plate recognition, fire and smoke detection, and an object classification algorithm, Surveillance, Event based Business Monitoring, Intelligent Surveillance, psim, vms, video surveillance, security, artificial intelligence, deep learning, neural network analysis, Physical Security Information Management, Video Management Software y onvif",Seguridad e investigaciones,501-1000 empleados,2003,https://www.axxonsoft.com/?utm_source=linkedin&utm_medium=banner&utm_campaign=main,+353 21 4590126,https://www.linkedin.com/company/axxonsoft/
2092,Comunidad Valenciana,BAADER,"BAADER is the global partner on food processing solutions with 100 years’ experience. We design and engineer innovative and holistic solutions that ensure intelligent, safe, efficient and sustainable food processing in all phases, from the handling of live and raw protein materials to the finished food products. 

Through our data capabilities, we use data to interpret and forecast along the entire food value chain. In close collaboration and partnership with our customers and partners we are taking further major steps toward greater efficiency, traceability, transparency, profitability, and sustainability. By sharing knowledge and data, together we can succeed in optimizing the food value chain in the long term.",Unknown,Unknown,1001-5000 empleados,1919,http://www.baader.com,Unknown,https://www.linkedin.com/company/baader9/
2093,Comunidad Valenciana,I-care Group,"I-care is a global leader in predictive and prescriptive maintenance. Our AI-powered and data driven solutions predict industrial failures before anyone else. With our innovative methods, products and services, we take care of thousands of assets and processes of clients around the world and we help them reduce risks for safer, more productive, and more sustainable industries. Founded in 2004 and based in Belgium, I-care employs over 500 people and has offices in 26 countries (Europe, USA, and Asia). It was named Business of the Year 2020.

I-care is a responsible partner. We are responsible towards all of our stakeholders and our planet.

Our values are respect for others, performance, and sustainability.

- Respect for others. We deeply care about our people. We strongly believe in and promote equality, diversity, and inclusion. We support each employee and we empower one another. We trust each other and achieve more by working together. We are loyal and honest, and we also know how to have fun.

- Performance. We deeply care about our customers. Exceeding their expectations is our top priority. We help them to be models of efficiency and innovation. Overall, companies that work with us reduce their industrial breakdowns by as much as 95% and increase their site productivity by as much as 30%. We nurture long-term relationships with our clients and have not lost a single one of them since our founding in 2004.
 
- Sustainability. We deeply care about our planet and want to contribute to a more sustainable world. Thanks to I-care solutions and services, industrial assets around the world consume less and pollute less. By improving the operation conditions of our clients’ assets, we also prevent human and environmental disasters. Our development strategy is based on sustainable growth and innovation. We constantly invest in R&D to further improve our technology and have an even greater impact.","Reliability Engineering, Predictive Maintenance, Vibration Diagnostic & Testing, Infrared Thermography, Ultrasound Diagnostic, Wireless sensors, Asset Management, Operational Excellence, RCM, Training, Planning and Scheduling, Wireless Vibration, Shutdown Management, RCL Engineering, Wrench Time Optimisation, Condition Monitoring, Maintenance 4.0, IIoT, Industry 4.0, Oil analysis, Predictive analytics, Machine learning, Artificial intelligence, IoT, IIoT, Measure and Analyze y Asset Failure",Fabricación de maquinaria industrial,501-1000 empleados,2004,http://www.icareweb.com,+32 65 45 72 14,https://www.linkedin.com/company/icaregroup/
2094,Comunidad Valenciana,Lansweeper,Equidad privada,Unknown,Unknown,Unknown,Unknown,lansweeper.com,Equidad privada,https://www.linkedin.com/company/lansweeper/
2095,Comunidad Valenciana,Yource Group,"De waarde van jouw klanten verhogen, dat is onze missie! Daarom willen we eerst goed begrijpen wat jij waardevol vindt. Is dat de Customer Experience met als doel je klanten te binden? Wil je graag dat je klanten gaan communiceren via digitale kanalen? Of wil je een nieuwe doelgroep aanspreken, waardoor je meer klanten kan bedienen?  
 
Wij zijn gespecialiseerd in alles wat met klanten en contact te maken heeft. Als Business Process Outsourcer (BPO) nemen we die delen van jouw waardeketen over waar klantcontact plaatsvindt.  
 
Met onze expertise, jarenlange ervaring en slimme Tech oplossingen vormen wij de basis. Onze visie is dat je als bedrijf pas het verschil kan maken tijdens het menselijke klantcontact. En dat kan alleen als je je medewerkers (die noemen wij onze Members) ook écht centraal zet in je organisatie. Zonder goede Member Experience geen goede Customer Experience.  
 
Combineer empowerment, zingeving en betrouwbare processen met data en kennis en je krijgt persoonlijk en ondernemend klantcontact. Daarmee maken we het verschil. Dat is waar Yource voor staat.   

Met maar liefst 12.000 Yource Members leveren wij elke dag weer een optimale klantbeleving. Onze kernwaarden Reliable, Digital, Personal en Entrepreneurial staan hierbij centraal. Met onze expertise op het gebied van Recruitment kunnen wij voor elk bedrijf de perfecte medewerkers selecteren: onze Members! We leiden hen op in onze Yource Digital Campus.  
 
Yource heeft een unieke combinatie van klantcontactdiensten: Outsourcing, Insourcing en het uitzenden van personeel. Dit doen we vanuit de Benelux én onze near- & offshore locaties binnen en buiten Europa. We weten welke oplossingen passen bij de missie en visie van onze Partners en leveren maatwerk. Wil jij ook onderdeel zijn van onze Journey?   
 
We zijn graag jouw Partner in klantcontact!  
 
The Source is Yource! ",Unknown,Unknown,+10.001 empleados,Unknown,www.yource.cc,Unknown,https://www.linkedin.com/company/yource-group/
2096,Comunidad Valenciana,Flowable,"Flowable is the intelligent business automation platform to automate end-to-end processes. From simple and repetitive, to complex and unpredictable scenarios – transform your business by connecting systems, data and people.  

Being open and low-code, Flowable enables organizations to build tailored applications at speed and at scale, optimizing resources and reducing time to value, while maintaining full regulatory compliance. 

Learn more about us www.flowable.com

Careers: www.flowable.com/company/careers
Imprint: www.flowable.com/imprint
Privacy Policy: www.flowable.com/privacy-policy","Case Management, Process Management, Decision Management, Document Management, Business process management, adaptives case management, eCM, eDiscovery, Flowable, low-code, hyperautomation, digital transformation, business process automation, BPMN, CMMN, DMN y workflow automation",Unknown,201-500 empleados,2010,https://www.flowable.com/,Unknown,https://www.linkedin.com/company/flowable-group/
2097,Comunidad Valenciana,Aleson ITC,"Aleson is a  team of Microsoft certified consultants that have the knowledge and expertise to develop and implement customised SQL Server database solutions to suit your organisation's IT environment and needs. We offer a full spectrum of solutions to solve database challenges of any size, and can help you leverage your technology investment through effective database architecture and design.","SQL Server, Data Platform y Systems Consolidation",Unknown,2-10 empleados,2006,http://www.aleson-itc.com,Unknown,https://www.linkedin.com/company/aleson-itc/
2098,Comunidad Valenciana,Boreas,"As Boreas Technology, we closely follow all the technological developments in the world and take firm steps towards the future in the light of science and technology. Since 2014 in our production area in Istanbul, Hadımkoy we have been producing compact and modular types of air handling units, central air conditioning units, and IEC, CRAC&CRAH units for data centers. Our Air Handling Unit has TB1 / T2 certificate, the highest Eurovent standard. With our DC Master Adia Mechanic Cooler and DC Pro Precision Controlled DX Air Conditioner products, which we specially design and manufacture for data center projects, we provide precise and cost-effective solutions including automation software for the air conditioning necessities of the data center facilities. Thanks to our innovative approach that harmonized with modern technological understanding, we have expanded our R&D and innovation investments. With these investments, we increase the efficiency of our business, which also enables us to reach the right solutions for our customers. As a company preferred by leading international companies, we develop technologies that serve a sustainable future with solutions that focused on individual needs and high efficiency, thanks to our R&D investments and engineering experiences. With our sustainable growth strategy, Boreas Technology, which Açık Holding acquired in 2017, offers system solutions with our organizations established in 21 countries.",Unknown,Fabricación de maquinaria industrial,51-200 empleados,2004,https://www.boreasteknoloji.com,+90 212 276 2245,https://www.linkedin.com/company/boreasteknoloji/
2099,Comunidad Valenciana,The People Group,"The People Group is al meer dan 15 jaar nauw betrokken bij het proces voorafgaand aan de aanleg en het beheer van infrastructuur of de bouw. 

Wij zijn ontstaan vanuit de bundeling van 6 toonaangevende technisch specialistische bedrijven en bieden een unieke civieltechnische totaaloplossing. Onze in- en externe specialisten meten, ontwerpen, beoordelen en begeleiden projecten voor vooraanstaande opdrachtgevers. Met onze geavanceerde software optimaliseren, standaardiseren en automatiseren we processen om projecten nog sneller en efficiënter te ontwikkelen en beheren. Onze doeltreffende trainingen dagen onze opdrachtgevers uit om zichzelf optimaal te ontwikkelen op het gebied van technisch ontwerp. En vanuit consultancy begeleiden we infra projecten van A t/m Z door de inzet van de zelfstandige, betrokken en deskundige professionals op technisch bedrijfskundig niveau. 

Onze circa 300 medewerkers vormen het kloppend hart van onze organisatie. Techniek is onze core business, onze mensen creëren vanuit passie en ambitie ons succes! 

Meer informatie over The People Group en wat wij kunnen betekenen voor jou of de organisatie? Neem dan contact met ons op.

Tel: +31 85 224 00 00 | Mail: info@thepeoplegroup.nl",Unknown,Ingeniería civil,201-500 empleados,2008,http://www.thepeoplegroup.nl,+31852240000,https://www.linkedin.com/company/thepeoplegroupnl/
2100,Comunidad Valenciana,Wenalyze,"Ayudamos al sector asegurador y bancario a validar, actualizar y enriquecer los datos de sus clientes de seguros de comercio a través de fuentes de datos abiertos analizadas en tiempo real.",Unknown,Seguros,11-50 empleados,2018,https://www.wenalyze.com/,+34963318766,https://www.linkedin.com/company/wenalyze/
2101,Comunidad Valenciana,Solver Intelligent Analytics,"Millones de datos se generan continuamente en todo el mundo, pero realmente desconocemos su valor y su potencial.  ¿Te imaginas saber qué elección tomar sabiendo con certeza que no te estás equivocando?

En Solver convertimos tus datos en valor. Y es que, el futuro de las empresas depende de sus datos..

Nosotros introducimos variables para aproximarnos a la realidad y nuestros algoritmos están siempre aprendiendo. Gracias a la inteligencia artificial y a técnicas de BI como el ML, podemos predecir escenarios futuros que ayuden a la toma de decisiones de tu empresa.

Nuestra metodología es analizar los datos, predecir escenarios y visualizar los resultados con el objetivo de que las empresas tomen el control y decidan con exactitud y certeza. Reducir el riesgo y la incertidumbre es vital en un mundo tan competitivo. 
Ayudamos a alcanzar los retos empresariales y diferenciarse en el mercado. Las empresas que confían en nosotros lo han demostrado.

Los datos están cambiando el mundo… ¿cambias tú con ellos?

Con Solver, tus decisiones siempre serán las más inteligentes y competitivas.","Machine Learning, Deep Learning, Big Data Analytics, Modelos predictivos, Optimización predictiva, Aprendizaje automático, Reinforcement Learning, IA, Inteligencia Artificial y Predicción para empresas",Unknown,11-50 empleados,2016,http://www.iasolver.es,,https://www.linkedin.com/company/solver-intelligent-analytics/
2102,Comunidad Valenciana,Röchling Industrial,"Röchling Industrial. Empowering Industry.

Röchling Industrial is the expert for optimal materials for every use. We develop and supply individual products made of plastic for all industrial areas. This is why we have the broadest product range of thermoplastics and composite materials. We supply our customers with semi-finished products or machined components. 

Röchling Industrial is part of the Röchling Group. The Röchling Group has been shaping industry. Worldwide. For nearly 200 years. We transform the lives of people every day with our customized plastics: they reduce the weight of cars, make medication packaging more secure and improve industrial applications. Our workforce of around 11,000 people is located in the places where our customers are – in 90 locations in 25 countries. The Group’s three divisions generate joint annual sales of 2.140 billion euro.


---------------------------------------------------------
Data Privacy: www.roechling.com/privacy-policy
Imprint: www.roechling.com/imprint",Unknown,Unknown,1001-5000 empleados,Unknown,http://www.roechling.com/industrial,Unknown,https://www.linkedin.com/company/roechling-industrial/
2103,Comunidad Valenciana,NETHITS TELECOM,"Camí Real, 73, Catarroja, Comunidad Valenciana / Comunitat Valenciana 46470, ES","Telecomunicaciones, Fibra Optica - Acceso Internet, Integración Sistemas Telecomunicaciones, data center, cloud voize, VOIP, Soluciones Call Center y Trunk Sip",Unknown,201-500 empleados,2006,http://www.nethits.com,,https://www.linkedin.com/company/nethits-telecom-group/
2104,Comunidad Valenciana,Ecobat,"Ecobat is a leader in the collection, recycling, production and distribution of resources essential to modern life. From the batteries used in vehicles and renewable energy infrastructure to the backup power systems that support hospitals and data centers, the lead and polypropylene we recycle and produce are essential components in the technology developed to meet our energy storage needs. With the rising adoption of electric vehicles and their reliance on lithium batteries, we are also continually expanding our lithium collection and recycling management services. It's part of our commitment to protecting the planet for all.",Unknown,Unknown,1001-5000 empleados,Unknown,http://www.ecobat.com,Unknown,https://www.linkedin.com/company/ecobat1/
2105,Comunidad Valenciana,Cornucopia IT Resourcing,"Who we are:
A Data Intelligence expert recruiters with over 15 years’ experience delivering high end recruitment solutions to the technology industry. We are extensively recruiting and sourcing for Data and Analytics roles, we work one on one delivering a personal service for the duration of the recruitment process, meaning that we act as an extension of our client’s business to provide a value-add consultative process to talent acquisition and retainment.

Types of roles we are regularly recruiting for throughout Europe;
• Data Architects
• Data Engineers
• Data Scientists
• Business Intelligence Developers
• Analytics Architects / Developers / Consultants
• DevOps
• Programme Managers
• Project Managers

Proven benefits to clients:
• Exclusive access to a database of 1,000’s of Data & Analytics candidates, many of whom are not on job boards resulting in a high-quality candidate pool.
• A proven candidate selection process in which we will only present to you a small number of pre-screened quality candidates. Thus, ensuring they have the right mix of technical skills, proven experience and cultural fit to your company.
• Saving you time and money we will only work with a select number of businesses at any one time, ensuring your position is given the attention it needs to find you the right person in a timely manner.

Proven benefits to candidates:
• We partner with you in a personal service working with a single consultant taking time to discover your career goals. We then fully brief and prepare you for all stages by supporting you through the entire recruitment process.
• Leverage our extensive knowledge, relationships and connections to find you your perfect career move in Data Intelligence.
• Many of our positions are not advertised so connect with us to explore your best options, let’s have a conversation about your next career move.


01483 769220
www.c-itr.com-itr.com",Unknown,Dotación y selección de personal,11-50 empleados,2006,http://www.cornucopiaitr.com,+44 1483 769220,https://www.linkedin.com/company/cornucopia-itr/
2106,Comunidad Valenciana,nexum AG,"nexum es la consultora y agencia de comunicacíon, inetracción y transacción en la era Digital.

Ayudamos a nuestros clientes a conseguir sus objetivos a tarvés de una experiencia de usuario óptima y el uso creativo de tecnologías de vanguardia. 

Como una de las mayores agencias en Alemania dirigida directamente por sus fundadores, formamos un equipo de más de 200 colaboradores en nuestras oficinas de Colonia (central), Hamburgo, Munich, Nuremberg, Bernam y Zurich. 

Entre nuestros clientes están Adecco, Coop, Fresenius, Interdiscount, Intersnack, Lufthansa Miles & More, Otto, PENNY, la oficina postal de Suiza y muchos más. 

https://www.nexum.com/en",Unknown,"Tecnología, información e internet",201-500 empleados,2007,https://www.nexum.com,0221-998860,https://www.linkedin.com/company/nexum-ag/
